SR,SKU,Name,Address,Phone,Category,URL,Serves Beer,Serves Breakfast,Serves Brunch,Serves Dinner,Serves Lunch,Serves Vegetarian Food,Serves Wine,Takeout,Delivery,Dine In,Business Status,Rating,User Ratings Total,Latitude,Longitude
296,,Kloscakes,"Montée Jouvence, Yaoundé, Cameroon",6 76 30 94 37,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=12592442548542042179,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,3,3.8284794,11.4787124
297,,ULTRA PROLIFIC,"Simbock, Trois Lampadaire, Yaoundé, Cameroon",6 71 59 98 22,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10253894971596940454,True,False,False,False,True,False,False,True,True,True,OPERATIONAL,5,2,3.812242899999999,11.4720591
298,,Cocktails Bar,"RFQM+PM2, Unnamed Rd, Yaoundé, Cameroon",6 97 25 27 47,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13020040996408665031,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,5,1,3.8392599,11.4841462
299,,Restaurant ML,"99322, Yaoundé, Cameroon",6 95 34 75 82,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17649777517233476772,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.8,12,3.8890739,11.522095
300,,Restaurant La Référence Chez Wouri,"VGH5+2W6, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6229910685527339538,False,True,True,True,True,True,False,True,True,True,OPERATIONAL,3.5,886,3.8775282,11.5097781
301,,ICTNETCONSULTING,"Marché, Yaoundé, Cameroon",,"- point_of_interest
- establishment",https://maps.google.com/?cid=8284844381829144279,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,3.3,1011,3.8803255,11.4926504
302,,EwoksBakes,"Paroisse St Marc, Yaoundé, Cameroon",6 81 30 64 92,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=6113193858324488287,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4.9,20,3.8329309,11.4866192
303,,LE PETIT COIN,"Jouvence - Simbock, Yaoundé, Cameroon",6 77 63 55 68,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13993500838291296883,True,False,False,False,False,False,False,True,False,True,OPERATIONAL,0,0,3.8227184,11.4755575
304,,BETMOMO RESTAURANT LOUNGE,"VGV5+86Q, Yaoundé, Cameroon",6 55 55 45 06,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3298689759169067052,True,False,False,True,True,True,True,True,True,True,OPERATIONAL,4,70,3.8932971,11.508063
305,,692407280 Restaurant O Palétuvier,"Bp 316, Yaoundé, Cameroon",6 56 56 26 39,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=12928955055568753119,True,False,False,True,True,True,True,True,True,True,OPERATIONAL,4.1,203,3.8787827,11.5225207
306,,Zabbix Lounge,"VF3J+Q5G, Yaoundé, Cameroon",6 52 49 22 07,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=573845596489653431,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,5,6,3.854437500000001,11.4804375
307,,Café royale,"160, Yaoundé, Cameroon",6 95 11 15 28,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16558924329890501828,True,False,False,False,True,False,True,True,True,True,OPERATIONAL,3.4,7,3.861685300000001,11.5202292
308,,La Maison du Pâtissier Yaoundé,"02, Yaoundé, Cameroon",6 71 03 41 27,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=16071090747609837877,False,True,False,False,False,False,False,True,True,False,OPERATIONAL,4.1,113,3.887723099999999,11.5265678
309,,Dovv Simbock,"RFCC+VQR, Yaoundé, Cameroon",6 91 09 07 58,"- supermarket
- grocery_or_supermarket
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=6387076867613159627,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.9,234,3.822547600000001,11.4720496
310,,Influences restaurant,"9022 Messamendongo, EXPRESS UNION, Yaoundé, Cameroon",6 93 21 48 70,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7123626129799198329,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,3.9,15,3.7953209,11.5225619
311,,FAWA FOOD,"WG6F+WRV, Tongolo, Yaoundé, Cameroon",6 94 94 94 19,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2636402341485609088,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,1,3.9121234,11.5245736
312,,American Fusion restaurant,"RFMP+W7Q Rond Point Express, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=12753859014567424971,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.8,25,3.8348323,11.4857461
313,,SAMPEDUSA Restaurant,"RGR2+Q2P, Yaoundé, Cameroon",6 90 11 39 21,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=5820320393785114642,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.7,45,3.8419735,11.5000761
314,,Labastille Cave Burger Bar,"VG8M+5JX, Yaoundé, Cameroon",6 52 88 52 42,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=18232634498693961866,True,True,False,True,True,True,True,True,True,True,OPERATIONAL,4.5,21,3.8655,11.5341
315,,Restaurant KAZOO,"1,275, Rue Charles Bindzi, 1 819) Dragage, Yaoundé, Cameroon",6 53 00 41 41,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3331743877475506795,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.7,1210,3.903459,11.5145051
316,,Chez Aries,"RFHH+JFJ, Yaoundé, Cameroon",6 76 30 15 19,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2037452666038391892,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,4,2,3.8290905,11.4786513
317,,Les délices de erna,"RFHP+QQP, Yaoundé, Cameroon",6 71 48 58 83,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=16289540313044953771,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,0,0,3.8294552,11.4869675
318,,Café de France,"VG79+6WQ, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6774491959984891466,True,False,False,False,True,False,False,True,False,True,OPERATIONAL,4.8,10,3.8630922,11.5198741
319,,La Salsa Restaurant,"VGV5+834, Yaoundé, Cameroon",6 56 07 75 75,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14731989470825750938,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4.1,522,3.8932624,11.5076929
320,,NINAS DELICE (SUPERETTE),"RFQM+92P, Yaoundé, Cameroon",6 57 04 24 61,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13998881322263671129,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,4.7,3,3.8384694,11.4825816
321,,Baoba Bar derriere Mecc (Simplice),"Yaoundé 676094380, Yaoundé, Cameroon",6 76 09 43 80,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=16703597207453278174,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,5,1,3.8480236,11.5020133
322,,Bi's Restaurant,"RFMP+JJQ Entrée Saint Marc, Yaoundé, Cameroon",6 75 37 57 34,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17898216564671232167,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.8,4,3.8340849,11.4865953
323,,ITALO PIZZA,"QGXF+P3R Carrefour Messamendongo, Yaoundé, Cameroon",6 83 72 75 77,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=426693789773356202,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,0,0,3.799312500000001,11.5226875
324,,Fresh chicken poultry,"Ahala barriere, Yaoundé, Cameroon",6 50 91 99 95,"- point_of_interest
- food
- establishment",https://maps.google.com/?cid=2770019314113255946,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4,1,3.7944739,11.4901067
325,,La cave by pat nico,"Qur Nylon, Yaoundé, Cameroon",6 99 51 30 06,"- cafe
- restaurant
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=5779448912377000806,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.7,23,3.8844122,11.5138698
326,,Cafe resto NCHAMBI,"BP 1282 Yaounde Centre, Ave John Ngu Foncha, Yaoundé, Cameroon",6 73 17 69 79,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=11650695698022887404,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3,1,3.8824061,11.4925071
327,,Shawarma Space by ED Center,"Chambre froide, Yaoundé, Cameroon",6 50 83 48 71,"- restaurant
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=903256256990288442,True,False,False,True,False,True,False,True,True,True,OPERATIONAL,5,2,3.8267783,11.5376135
328,,Restaurant Galapagos Pizza,"VGVC+M8J, Unnamed Rd, Yaoundé, Cameroon",6 56 15 90 95,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8787287787029248151,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.9,13,3.894219699999999,11.5207618
329,,Marché d'Etoudi,"WG8H+6MG, Yaoundé, Cameroon",,"- point_of_interest
- establishment",https://maps.google.com/?cid=645428430486012719,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,3.1,1515,3.9155514,11.5291891
330,,Apollo Bar,"Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=14718565134721858431,True,False,False,False,False,False,True,True,False,False,OPERATIONAL,3.3,103,3.8703517,11.5382894
331,,Boulangerie the best,"33088 Rte de L'Université, Yaoundé, Cameroon",6 75 75 73 67,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=6123837123436687751,False,True,False,False,False,False,False,True,True,True,OPERATIONAL,3.3,100,3.8575183,11.504428
332,,LE SHMID by Marius Omgba,"Rue 1.276, Yaoundé, Cameroon",6 95 60 39 91,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16947479793657159489,True,False,False,True,False,False,False,True,False,True,OPERATIONAL,0,0,3.947189,11.5021521
333,,LES SAVEURS DU MBOA,"Mbalngong, Yaoundé, Cameroon",6 98 05 09 35,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13641202366183946427,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,0,0,3.7979387,11.4686864
334,,Bar restaurant carbonnade,"Golf Yaoundé golf, Yaoundé, Cameroon",6 96 34 27 50,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3577043648288066531,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.5,4,3.8959934,11.4995443
335,,"MISEC, Yaoundé","RFQJ+Q43, Yaoundé, Cameroon",6 77 76 59 73,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2664640058949357502,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.7,33,3.8393853,11.4802946
336,,La Galerie,"RFHH+RF5 Jouvence, Yaoundé, Cameroon",6 99 44 59 12,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15078228607073069933,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.9,21,3.829515,11.4787455
337,,La force du poulet,"RGXC+XGP, N2, Yaoundé, Cameroon",6 55 21 52 77,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=15607676423768213542,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,3.6,133,3.849960099999999,11.5213156
338,,Le Saguar Snack Bar,"RF6R+V3V, Yaoundé, Cameroon",6 70 55 45 93,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=10221241039878425495,True,False,False,False,False,False,True,True,False,True,OPERATIONAL,5,3,3.8122321,11.4901689
339,,Restaurant la fourchette,"RF3R+94M Essono City, Yaoundé, Cameroon",6 69 50 35 75,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10056943694939658524,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.1,36,3.803459799999999,11.4902896
340,,Obam Fourchette D'or Restaurant,"RG42+R53, Yaoundé, Cameroon",6 70 46 90 56,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6146021703199032310,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,5,1,3.8070016,11.5004129
341,,Bakery Round Corner Jouvence,"Carrefour Jouvence, Yaoundé, Cameroon",,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=15345733475815909842,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,4.3,11,3.8283135,11.4796058
342,,Rejoice's Cakery & Pastries,"Yaoundé, Cameroon",6 74 05 99 94,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=6938740384695843899,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,1,3.809540000000001,11.4722083
343,,Saint Tropez BAR & RESTAURANT,"Avenue Saint Tropez, Yaoundé, Cameroon",6 77 71 84 53,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17151534452530183825,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.4,8,3.8280267,11.4794519
344,,Ibrahim Restaurant,"RFXW+4JM, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=8651605312027443776,False,False,False,False,True,False,False,True,False,True,OPERATIONAL,1,1,3.8478352,11.4963991
345,,BOULANGERIE NOBLESSE (DAMAS),"RF8R+H4F, Yaoundé, Cameroon",6 73 61 07 01,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=4493444414530773653,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,3.7,3,3.8164382,11.4903077
346,,Verger céleste,"RFQF+5WP, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=12120793040964261284,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.8,9,3.8379521,11.4748193
347,,Le Carino Pizzeria,"Warda, Food court, 1667 Playce, Yaoundé, Cameroon",6 96 54 10 55,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8188259378481533270,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4.1,545,3.876154900000001,11.5132803
348,,My Mood Fast Food,"0, Yaoundé, Cameroon",6 94 01 87 65,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1954828243913368727,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.7,11,3.7899598,11.4418909
349,,RESTAURANT GOLDEN HOUSE,"VG2R+W42, Yaoundé, Cameroon",6 55 61 32 02,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=5176295732201601725,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4,4,3.8522692,11.5402697
350,,Marché Elig Edzoa,"VGQH+WX5, Yaoundé, Cameroon",,"- point_of_interest
- establishment",https://maps.google.com/?cid=9926345372588872068,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.890153599999999,11.5303063
351,,Chez Lou Cook,"VHX2+C3H Total Ngousso, Yaoundé, Cameroon",6 99 87 31 11,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=943218280526222065,True,True,False,True,True,False,True,True,False,True,OPERATIONAL,5,1,3.8985555,11.5502326
352,,Snack Bar Restaurant Le RAPHIA OFFICIEL,"Carrefour du Lycée, Yaoundé, Cameroon",6 99 99 39 72,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=912237037383877001,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.3,21,3.8460094,11.4931536
353,,Quins Cuisine,"RFPM+7XC Rond point express, Yaoundé, Cameroon",6 97 43 15 16,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17179889237871816834,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,2,3.8356877,11.4848779
354,,Restaurant Alegria,"RFHX+GPM, Unnamed Rd, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=10263773167942713999,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.6,5,3.8288306,11.4992824
355,,HASSAN BAWA RESTO,"Amphi 1001, Yaoundé, Cameroon",6 59 19 17 00,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14873876560719255279,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,4.5,2,3.8596864,11.5006236
356,,Pizzeria Glacier Grill Dolcezza,"TKC au niveau du parlement, Eto'o, Yaoundé, Cameroon",6 79 10 51 88,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14466715088193097132,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.3,6,3.8473345,11.4803179
357,,Titan Plus Snack Bar,"RF9C+JMV, Yaoundé, Cameroon",6 96 17 00 39,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=7964473896775520104,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,4.7,6,3.8192064,11.471596
358,,Boulangerie plaque aram,"Yaoundé IIIe, QFJH+WPP, Yaoundé, Cameroon",,"- bakery
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=16404019618308918585,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.7823256,11.4793326
359,,Mahima Restaurant Yaounde سوبر ماركة ومطعم ماهيما,"Yaoundé, Cameroon",6 99 68 91 16,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=11485635974171625504,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4,449,3.8781131,11.5253005
360,,F's Shawarma,"VGHX+HQ2 Lycée Bilingue Essos, Yaoundé, Cameroon",6 73 58 96 27,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=18036991843224673949,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,5,3,3.8788897,11.5493993
361,,LÖWE Bakery and Supermarket,"33088, rond point damas, simeyong 3, Yaoundé, Cameroon",,"- bakery
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=10911919479847025834,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,3.8,4,3.8122249,11.4898091
362,,La Maison du Café | Man'Shi House,"VG99+8M4, Ave De I'Independance, Yaoundé, Cameroon",6 97 41 92 26,"- cafe
- restaurant
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=12415501911444266577,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4,930,3.868393999999999,11.5192886
363,,Tapout Burger,"RFQQ+XQW, Yaoundé, Cameroon",6 70 27 28 04,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16326498856062681094,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.9,14,3.839985,11.4894497
364,,Ô Charbon,"RFPP+96F, Yaoundé, Cameroon",6 75 26 06 44,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9043569928247775373,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4,33,3.8358953,11.4854774
365,,Restaurant Quare Non,"Unnamed Rd, Yaoundé, Cameroon",6 90 84 29 80,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=10623472004326978357,True,False,True,True,True,False,True,True,True,True,OPERATIONAL,4.1,86,3.900096199999999,11.4975797
366,,TREAVOURS LOUNGE-RESTAURANT,"VF3Q+GPJ, Yaoundé, Cameroon",6 81 07 59 55,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=11079605263893672179,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,5,1,3.8536936,11.4893639
367,,Kenza Market,"Biyem-Assi, Yaoundé, Cameroon",6 98 87 45 21,"- supermarket
- grocery_or_supermarket
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=9119673174384716460,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.8,64,3.8444244,11.4866821
368,,ODDY RESTO,"RFMP+3CH, Yaoundé, Cameroon",6 80 19 45 48,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=9062984088276685848,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,1,3.832683,11.4861152
369,,Boulangerie la familiale,"VG22+37H, Joseph Tchooungui Akoa, Yaoundé, Cameroon",6 98 19 07 60,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=5212973960017519861,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,3,1,3.8501802,11.5007265
370,,Chicken House,"RFRQ+74X Montée Scalom, Yaoundé, Cameroon",6 96 44 43 56,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14041914449299636319,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,3.2,9,3.8407337,11.4878714
371,,Wi-Fi Hotspot - Ringonet,"VG2C+69F, Yaoundé, Cameroon",6 73 71 90 90,"- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=2091797367319663778,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.4,1596,3.8505662,11.5209214
372,,DOVV Nkolbisson,"Yaoundé, Cameroon",,"- supermarket
- grocery_or_supermarket
- shopping_mall
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=3295597577027799697,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4.1,90,3.8698657,11.4796829
373,,Boulangerie TH Damas,"47314, Yaoundé, Cameroon",6 98 03 20 59,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=15488375628140644253,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,0,0,3.8159335,11.4890463
374,,Mr Sam Fast-food Mendong,"Bp2000, Yaoundé, Cameroon",6 90 65 08 31,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15128373164895578709,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,4,2,3.831228799999999,11.4622977
375,,Crusty Chris Fast-Food & Restaurant,"VGM3+8WJ, Yaoundé, Cameroon",6 55 34 52 42,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14133579583077395207,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.6,16,3.8833433,11.5036984
376,,MIAM FOOD,"ODZA, N2, Yaoundé, Cameroon",6 97 45 30 83,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15331061378240743858,True,False,False,True,True,True,False,True,True,True,OPERATIONAL,4.7,86,3.8008401,11.5259687
377,,"COMPLEXE AIE STYLE (SNACK BAR RESTO, LAVERIE)","RGP2+R3G, Yaoundé, Cameroon",6 98 54 84 01,"- night_club
- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=852776434007616941,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,4.2,16,3.8370749,11.5001993
378,,Au Taro,"RFRV+2MW, Yaoundé, Cameroon",6 93 98 30 56,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1510014041515693458,False,False,False,False,False,False,False,True,False,False,OPERATIONAL,5,2,3.840176599999999,11.4941363
379,,Teranga restaurant,"VGG5+J98, Rue Simekoa, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15238835842546648464,True,True,False,True,True,False,True,True,False,True,OPERATIONAL,3.6,19,3.8765289,11.5084424
380,,Mummy's Restaurant,"Simbock Mendong Entree Simbock Directly Opposite, RFHC+8FW Pharmacy 3A, Yaoundé, Cameroon",6 94 18 07 78,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10681704622892628659,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3,2,3.8283705,11.4711914
381,,O'KLM lounge café restaurant,"VGHQ+9WC, Nv Rte Omnisport, Yaoundé, Cameroon",6 98 26 65 17,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10165479017190227869,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.1,34,3.878436600000001,11.5397709
382,,Dédé Bar,"Rue de Mendong, RFRC+6V6, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=9971640915836344308,True,False,False,False,False,False,True,True,False,True,OPERATIONAL,0,0,3.8405265,11.4721327
383,,Bar rôtisserie la trezezguet,"Christiannnick@gmail.com, VG4J+8PM Christian.oumbe@yahoo, fr, Yaoundé, Cameroon",6 93 74 72 73,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16622805806570961106,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,0,0,3.855847,11.5317847
384,,Just Food Cameroon,"tam weekend, Entrée St Mark Tam, Yaoundé, Cameroon",6 77 07 55 90,"- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13885152387881492246,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,0,0,3.8329574,11.4847367
385,,Borico Burgers,"RFFH+5PJ Jouvence, Yaoundé, Cameroon",6 95 41 94 44,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1917867387229403040,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.2,13,3.8229615,11.4792733
386,,King Chicken,"VGJ4+R8G, Yaoundé, Cameroon",6 53 75 89 65,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1827772991539985624,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.8,145,3.8820686,11.5058234
387,,Ma'a Marie Burger | Restaurant,"VGJX+24X, Yaoundé, Cameroon",6 69 88 42 87,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6903745057323234160,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,3.8,6,3.8800832,11.5477972
388,,Cosy Pool,"1866, Rue 1.770, Yaoundé, Cameroon",6 98 90 99 48,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=812019727303873254,True,True,True,True,True,True,True,True,False,True,OPERATIONAL,4,547,3.8866235,11.5119583
389,,Explosif bar,"QCPW+QM, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=12263376757375936039,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,4,2,3.7869344,11.446689
390,,NICE RESTAURANT GLACIER,"VGV6+3Q, Yaoundé, Cameroon",6 55 52 00 00,"- restaurant
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=4647888125832326699,True,True,True,True,True,False,True,True,True,True,OPERATIONAL,3.8,9,3.8925951,11.5119697
391,,Bar,"RFRQ+74X, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=2717579927351533038,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,5,1,3.8407337,11.4878714
392,,LES DÉLICES DE CHRIST😋PHE,"Nkolbisson, Yaoundé, Cameroon",6 97 74 46 52,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8580770250840954032,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,4.6,29,3.8717165,11.4543711
393,,Chez Woilla,"VGH3+2Q4, Yaoundé, Cameroon",6 74 66 08 36,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=11677879740503377070,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,2,3.8775548,11.5044284
394,,Paci's Pastries,"RFJV+9QW, Yaoundé, Cameroon",6 95 07 06 76,"- bakery
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=4341990980256791609,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,1,3.8309786,11.494457
